"","fold1","fold2","fold3","fold4"
"1930",NA,NA,1,NA
"1931",NA,NA,0,NA
"1932",NA,NA,NA,0
"1933",NA,NA,1,NA
"1934",NA,NA,0,NA
"1935",NA,0,NA,NA
"1936",1,NA,NA,NA
"1937",0,NA,NA,NA
"1938",NA,NA,NA,0
"1939",NA,NA,NA,1
"1940",0,NA,NA,NA
"1941",0,NA,NA,NA
"1942",NA,0,NA,NA
"1943",NA,NA,0,NA
"1944",0,NA,NA,NA
"1945",NA,NA,NA,0
"1946",NA,NA,NA,0
"1947",NA,NA,NA,0
"1948",NA,NA,NA,0
"1949",0,NA,NA,NA
"1950",0,NA,NA,NA
"1951",NA,0,NA,NA
"1952",0,NA,NA,NA
"1953",0,NA,NA,NA
"1954",NA,NA,NA,0
"1955",NA,0,NA,NA
"1956",NA,NA,NA,1
"1957",NA,NA,NA,0
"1958",0,NA,NA,NA
"1959",NA,NA,NA,0
"1960",NA,NA,0,NA
"1961",0,NA,NA,NA
"1962",0,NA,NA,NA
"1963",0,NA,NA,NA
"1964",1,NA,NA,NA
"1965",0,NA,NA,NA
"1966",NA,0,NA,NA
"1967",NA,NA,NA,0
"1968",0,NA,NA,NA
"1969",NA,NA,NA,0
"1970",NA,NA,1,NA
"1971",0,NA,NA,NA
"1972",NA,NA,0,NA
"1973",0,NA,NA,NA
"1974",0,NA,NA,NA
"1975",NA,NA,0,NA
"1976",NA,0,NA,NA
"1977",NA,0,NA,NA
"1978",NA,NA,0,NA
"1979",0,NA,NA,NA
"1980",NA,NA,0,NA
"1981",NA,NA,0,NA
"1982",NA,NA,NA,0
"1983",NA,0,NA,NA
"1984",NA,NA,NA,0
"1985",NA,0,NA,NA
"1986",NA,NA,NA,0
"1987",NA,NA,NA,0
"1988",NA,NA,1,NA
"1989",0,NA,NA,NA
"1990",NA,NA,0,NA
"1991",0,NA,NA,NA
"1992",1,NA,NA,NA
"1993",NA,NA,0,NA
"1994",NA,0,NA,NA
"1995",NA,1,NA,NA
"1996",NA,NA,NA,0
"1997",NA,NA,0,NA
"1998",NA,0,NA,NA
"1999",NA,NA,NA,1
"2000",NA,NA,NA,1
"2001",NA,NA,0,NA
"2002",NA,NA,NA,0
"2003",NA,1,NA,NA
"2004",NA,NA,0,NA
"2005",NA,NA,NA,0
"2006",NA,1,NA,NA
"2007",NA,NA,0,NA
"2008",0,NA,NA,NA
"2009",NA,NA,0,NA
"2010",0,NA,NA,NA
"2011",NA,NA,NA,1
"2012",1,NA,NA,NA
"2013",0,NA,NA,NA
"2014",0,NA,NA,NA
"2015",NA,NA,1,NA
"2016",0,NA,NA,NA
"2017",0,NA,NA,NA
"2018",0,NA,NA,NA
"2019",NA,NA,0,NA
"2020",NA,NA,NA,0
"2021",NA,0,NA,NA
"2022",NA,NA,0,NA
"2023",NA,NA,NA,0
"2024",NA,NA,NA,0
"2025",1,NA,NA,NA
"2026",0,NA,NA,NA
"2027",NA,1,NA,NA
"2028",NA,0,NA,NA
"2029",NA,NA,NA,0
"2030",NA,1,NA,NA
"2031",NA,0,NA,NA
"2032",NA,NA,1,NA
"2033",NA,0,NA,NA
"2034",NA,NA,NA,0
"2035",NA,0,NA,NA
"2036",NA,NA,NA,0
"2037",NA,1,NA,NA
"2038",NA,NA,0,NA
"2039",NA,NA,NA,1
"2040",0,NA,NA,NA
"2041",NA,0,NA,NA
"2042",NA,NA,NA,1
"2043",NA,NA,1,NA
"2044",NA,1,NA,NA
"2045",NA,NA,0,NA
"2046",0,NA,NA,NA
"2047",NA,NA,NA,1
"2048",NA,NA,NA,0
"2049",NA,NA,0,NA
"2050",NA,NA,0,NA
"2051",NA,NA,NA,0
"2052",NA,NA,NA,0
"2053",NA,NA,0,NA
"2054",NA,NA,NA,0
"2055",0,NA,NA,NA
"2056",0,NA,NA,NA
"2057",NA,0,NA,NA
"2058",NA,1,NA,NA
"2059",0,NA,NA,NA
"2060",NA,0,NA,NA
"2061",NA,1,NA,NA
"2062",NA,NA,NA,0
"2063",NA,NA,0,NA
"2064",NA,0,NA,NA
"2065",NA,NA,NA,0
"2066",NA,0,NA,NA
"2067",0,NA,NA,NA
"2068",NA,NA,0,NA
"2069",NA,1,NA,NA
"2070",0,NA,NA,NA
"2071",NA,NA,NA,0
"2072",NA,0,NA,NA
"2073",NA,0,NA,NA
"2074",NA,0,NA,NA
"2075",NA,NA,0,NA
"2076",NA,1,NA,NA
"2077",NA,NA,0,NA
"2078",0,NA,NA,NA
"2079",NA,NA,NA,0
"2080",NA,NA,NA,0
"2081",NA,1,NA,NA
"2082",0,NA,NA,NA
"2083",NA,1,NA,NA
"2084",NA,NA,NA,0
"2085",NA,NA,NA,0
"2086",NA,NA,0,NA
"2087",1,NA,NA,NA
"2088",NA,NA,NA,0
"2089",NA,NA,0,NA
"2090",0,NA,NA,NA
"2091",NA,NA,NA,0
"2092",NA,NA,NA,0
"2093",NA,NA,0,NA
"2094",NA,NA,0,NA
"2095",NA,0,NA,NA
"2096",NA,NA,NA,0
"2097",NA,0,NA,NA
"2098",NA,0,NA,NA
"2099",NA,NA,0,NA
"2100",NA,NA,0,NA
"2101",1,NA,NA,NA
"2102",NA,NA,0,NA
"2103",NA,0,NA,NA
"2104",NA,NA,0,NA
"2105",NA,NA,1,NA
"2106",NA,NA,NA,1
"2107",NA,NA,0,NA
"2108",NA,NA,NA,0
"2109",NA,0,NA,NA
"2110",NA,NA,NA,0
"2111",NA,NA,NA,0
"2112",0,NA,NA,NA
"2113",NA,NA,0,NA
"2114",NA,NA,NA,0
"2115",1,NA,NA,NA
"2116",NA,NA,NA,0
"2117",NA,0,NA,NA
"2118",NA,0,NA,NA
"2119",NA,NA,NA,0
"2120",NA,0,NA,NA
"2121",NA,NA,NA,0
"2122",NA,NA,NA,0
"2123",NA,NA,0,NA
"2124",NA,NA,NA,1
"2125",NA,NA,NA,0
"2126",NA,NA,NA,0
"2127",NA,NA,0,NA
"2128",NA,NA,1,NA
"2129",0,NA,NA,NA
"2130",NA,NA,NA,1
"2131",1,NA,NA,NA
"2132",0,NA,NA,NA
"2133",0,NA,NA,NA
"2134",NA,NA,NA,0
"2135",NA,NA,NA,0
"2136",NA,NA,1,NA
"2137",NA,NA,NA,0
"2138",0,NA,NA,NA
"2139",NA,NA,0,NA
"2140",NA,0,NA,NA
"2141",NA,0,NA,NA
"2142",0,NA,NA,NA
"2143",NA,NA,0,NA
"2144",NA,NA,0,NA
"2145",NA,0,NA,NA
"2146",0,NA,NA,NA
"2147",NA,0,NA,NA
"2148",NA,NA,0,NA
"2149",NA,NA,0,NA
"2150",NA,NA,NA,0
"2151",NA,0,NA,NA
"2152",NA,NA,NA,0
"2153",NA,NA,NA,0
"2154",NA,NA,NA,0
"2155",NA,NA,0,NA
"2156",NA,NA,NA,0
"2157",0,NA,NA,NA
"2158",NA,NA,NA,0
"2159",NA,NA,NA,1
"2160",NA,0,NA,NA
"2161",NA,NA,NA,0
"2162",NA,0,NA,NA
"2163",NA,NA,NA,1
"2164",NA,NA,0,NA
"2165",NA,0,NA,NA
"2166",NA,NA,NA,0
"2167",NA,0,NA,NA
"2168",NA,1,NA,NA
"2169",0,NA,NA,NA
"2170",0,NA,NA,NA
"2171",NA,0,NA,NA
"2172",1,NA,NA,NA
"2173",NA,1,NA,NA
"2174",NA,NA,0,NA
"2175",NA,NA,NA,1
"2176",NA,NA,NA,0
"2177",NA,0,NA,NA
"2178",NA,NA,NA,0
"2179",NA,NA,NA,0
"2180",NA,NA,NA,0
"2181",NA,NA,0,NA
"2182",NA,NA,NA,1
"2183",1,NA,NA,NA
"2184",NA,0,NA,NA
"2185",NA,NA,0,NA
"2186",NA,NA,1,NA
"2187",NA,0,NA,NA
"2188",NA,NA,NA,1
"2189",0,NA,NA,NA
"2190",1,NA,NA,NA
"2191",NA,NA,0,NA
"2192",NA,NA,NA,1
"2193",0,NA,NA,NA
"2194",0,NA,NA,NA
"2195",NA,0,NA,NA
"2196",NA,NA,0,NA
"2197",NA,NA,NA,0
"2198",1,NA,NA,NA
"2199",NA,NA,0,NA
"2200",0,NA,NA,NA
"2201",NA,NA,NA,0
"2202",NA,NA,NA,0
"2203",1,NA,NA,NA
"2204",0,NA,NA,NA
"2205",NA,NA,NA,0
"2206",NA,NA,NA,1
"2207",NA,NA,0,NA
"2208",NA,1,NA,NA
"2209",NA,0,NA,NA
"2210",NA,NA,1,NA
"2211",NA,NA,NA,0
"2212",NA,NA,NA,1
"2213",NA,NA,NA,0
"2214",NA,NA,0,NA
"2215",NA,0,NA,NA
"2216",0,NA,NA,NA
"2217",NA,NA,0,NA
"2218",NA,1,NA,NA
"2219",NA,NA,1,NA
"2220",1,NA,NA,NA
"2221",NA,1,NA,NA
"2222",NA,0,NA,NA
"2223",NA,NA,0,NA
"2224",0,NA,NA,NA
"2225",NA,NA,NA,0
"2226",1,NA,NA,NA
"2227",NA,NA,NA,0
"2228",NA,0,NA,NA
"2229",NA,0,NA,NA
"2230",NA,0,NA,NA
"2231",NA,NA,NA,1
"2232",0,NA,NA,NA
"2233",NA,NA,NA,0
"2234",NA,NA,NA,1
"2235",1,NA,NA,NA
"2236",NA,NA,0,NA
"2237",NA,0,NA,NA
"2238",NA,NA,NA,0
"2239",NA,NA,NA,0
"2240",NA,NA,0,NA
"2241",NA,NA,NA,1
"2242",NA,0,NA,NA
"2243",0,NA,NA,NA
"2244",NA,NA,0,NA
"2245",0,NA,NA,NA
"2246",NA,0,NA,NA
"2247",NA,NA,NA,0
"2248",NA,NA,1,NA
"2249",NA,NA,0,NA
"2250",NA,0,NA,NA
"2251",NA,0,NA,NA
"2252",NA,NA,NA,0
"2253",0,NA,NA,NA
"2254",NA,NA,NA,0
"2255",0,NA,NA,NA
"2256",NA,NA,NA,0
"2257",NA,NA,0,NA
"2258",NA,NA,NA,1
"2259",NA,0,NA,NA
"2260",NA,NA,0,NA
"2261",NA,0,NA,NA
"2262",0,NA,NA,NA
"2263",NA,0,NA,NA
"2264",NA,0,NA,NA
"2265",NA,NA,NA,0
"2266",NA,0,NA,NA
"2267",NA,NA,0,NA
"2268",NA,NA,0,NA
"2269",NA,0,NA,NA
"2270",NA,0,NA,NA
"2271",0,NA,NA,NA
"2272",NA,0,NA,NA
"2273",NA,NA,0,NA
"2274",NA,0,NA,NA
"2275",NA,NA,NA,1
"2276",NA,NA,0,NA
"2277",NA,NA,0,NA
"2278",NA,NA,NA,0
"2279",0,NA,NA,NA
"2280",0,NA,NA,NA
"2281",0,NA,NA,NA
"2282",NA,NA,NA,1
"2283",NA,0,NA,NA
"2284",NA,0,NA,NA
"2285",NA,NA,NA,0
"2286",NA,NA,1,NA
"2287",NA,0,NA,NA
"2288",0,NA,NA,NA
"2289",NA,NA,0,NA
"2290",0,NA,NA,NA
"2291",NA,0,NA,NA
"2292",0,NA,NA,NA
"2293",0,NA,NA,NA
"2294",NA,0,NA,NA
"2295",0,NA,NA,NA
"2296",0,NA,NA,NA
"2297",NA,NA,1,NA
"2298",0,NA,NA,NA
"2299",NA,NA,NA,1
"2300",0,NA,NA,NA
"2301",NA,0,NA,NA
"2302",1,NA,NA,NA
"2303",NA,NA,0,NA
"2304",0,NA,NA,NA
"2305",0,NA,NA,NA
"2306",NA,NA,NA,0
"2307",NA,NA,NA,0
"2308",NA,NA,0,NA
"2309",NA,NA,1,NA
"2310",NA,NA,NA,1
"2311",NA,NA,NA,0
"2312",NA,0,NA,NA
"2313",NA,NA,NA,0
"2314",NA,NA,NA,0
"2315",0,NA,NA,NA
"2316",1,NA,NA,NA
"2317",NA,NA,0,NA
"2318",0,NA,NA,NA
"2319",NA,NA,NA,0
"2320",1,NA,NA,NA
"2321",NA,0,NA,NA
"2322",NA,NA,NA,0
"2323",NA,0,NA,NA
"2324",NA,NA,1,NA
"2325",NA,0,NA,NA
"2326",0,NA,NA,NA
"2327",0,NA,NA,NA
"2328",NA,0,NA,NA
"2329",0,NA,NA,NA
"2330",NA,NA,NA,0
"2331",0,NA,NA,NA
"2332",0,NA,NA,NA
"2333",NA,NA,NA,0
"2334",0,NA,NA,NA
"2335",NA,0,NA,NA
"2336",NA,0,NA,NA
"2337",0,NA,NA,NA
"2338",NA,NA,NA,0
"2339",NA,0,NA,NA
"2340",0,NA,NA,NA
"2341",0,NA,NA,NA
"2342",NA,0,NA,NA
"2343",NA,0,NA,NA
"2344",NA,NA,0,NA
"2345",NA,NA,1,NA
"2346",0,NA,NA,NA
"2347",NA,0,NA,NA
"2348",NA,NA,1,NA
"2349",NA,NA,0,NA
"2350",0,NA,NA,NA
"2351",0,NA,NA,NA
"2352",NA,0,NA,NA
"2353",0,NA,NA,NA
"2354",1,NA,NA,NA
"2355",NA,0,NA,NA
"2356",NA,NA,0,NA
"2357",NA,NA,NA,1
"2358",0,NA,NA,NA
"2359",NA,NA,NA,0
"2360",0,NA,NA,NA
"2361",NA,NA,1,NA
"2362",0,NA,NA,NA
"2363",NA,NA,NA,0
"2364",NA,NA,0,NA
"2365",NA,0,NA,NA
"2366",0,NA,NA,NA
"2367",0,NA,NA,NA
"2368",NA,NA,0,NA
"2369",0,NA,NA,NA
"2370",1,NA,NA,NA
"2371",NA,0,NA,NA
"2372",0,NA,NA,NA
"2373",NA,NA,NA,0
"2374",1,NA,NA,NA
"2375",0,NA,NA,NA
"2376",NA,NA,1,NA
"2377",NA,0,NA,NA
"2378",1,NA,NA,NA
"2379",NA,NA,NA,0
"2380",NA,NA,NA,0
"2381",NA,NA,NA,1
"2382",NA,0,NA,NA
"2383",0,NA,NA,NA
"2384",NA,NA,NA,0
"2385",0,NA,NA,NA
"2386",NA,NA,NA,0
"2387",NA,NA,NA,0
"2388",NA,NA,0,NA
"2389",0,NA,NA,NA
"2390",0,NA,NA,NA
"2391",NA,NA,NA,0
"2392",NA,0,NA,NA
"2393",NA,NA,0,NA
"2394",NA,NA,NA,0
"2395",0,NA,NA,NA
"2396",NA,NA,0,NA
"2397",NA,NA,NA,0
"2398",1,NA,NA,NA
"2399",NA,1,NA,NA
"2400",NA,NA,NA,0
"2401",0,NA,NA,NA
"2402",NA,NA,NA,0
"2403",0,NA,NA,NA
"2404",0,NA,NA,NA
"2405",0,NA,NA,NA
"2406",NA,NA,0,NA
"2407",NA,0,NA,NA
"2408",NA,0,NA,NA
"2409",NA,NA,0,NA
"2410",NA,NA,NA,0
"2411",NA,NA,1,NA
"2412",NA,NA,NA,1
"2413",NA,NA,NA,0
"2414",NA,NA,NA,0
"2415",NA,NA,0,NA
"2416",NA,NA,0,NA
"2417",NA,0,NA,NA
"2418",NA,NA,0,NA
"2419",NA,1,NA,NA
"2420",NA,0,NA,NA
"2421",NA,0,NA,NA
"2422",0,NA,NA,NA
"2423",NA,NA,0,NA
"2424",0,NA,NA,NA
"2425",0,NA,NA,NA
"2426",NA,NA,NA,0
"2427",NA,NA,NA,0
"2428",0,NA,NA,NA
"2429",NA,0,NA,NA
"2430",NA,0,NA,NA
"2431",NA,0,NA,NA
"2432",1,NA,NA,NA
"2433",NA,NA,NA,0
"2434",NA,1,NA,NA
"2435",0,NA,NA,NA
"2436",NA,NA,NA,1
"2437",0,NA,NA,NA
"2438",NA,NA,0,NA
"2439",NA,0,NA,NA
"2440",0,NA,NA,NA
"2441",NA,NA,0,NA
"2442",0,NA,NA,NA
"2443",NA,NA,0,NA
"2444",0,NA,NA,NA
"2445",NA,1,NA,NA
"2446",NA,0,NA,NA
"2447",0,NA,NA,NA
"2448",NA,0,NA,NA
"2449",0,NA,NA,NA
"2450",NA,NA,1,NA
"2451",NA,NA,NA,0
"2452",NA,NA,NA,0
"2453",NA,NA,NA,0
"2454",NA,NA,1,NA
"2455",NA,NA,NA,0
"2456",NA,NA,NA,1
"2457",NA,NA,1,NA
"2458",0,NA,NA,NA
"2459",NA,NA,NA,1
"2460",1,NA,NA,NA
"2461",0,NA,NA,NA
"2462",1,NA,NA,NA
"2463",1,NA,NA,NA
"2464",NA,NA,0,NA
"2465",NA,NA,1,NA
"2466",NA,0,NA,NA
"2467",NA,NA,0,NA
"2468",NA,0,NA,NA
"2469",NA,NA,NA,1
"2470",NA,0,NA,NA
"2471",NA,NA,NA,0
"2472",0,NA,NA,NA
"2473",NA,NA,NA,0
"2474",NA,0,NA,NA
"2475",0,NA,NA,NA
"2476",NA,0,NA,NA
"2477",NA,0,NA,NA
"2478",NA,NA,1,NA
"2479",NA,NA,NA,0
"2480",NA,NA,NA,0
"2481",NA,NA,0,NA
"2482",NA,NA,NA,0
"2483",NA,1,NA,NA
"2484",0,NA,NA,NA
"2485",NA,NA,NA,0
"2486",NA,0,NA,NA
"2487",NA,NA,NA,0
"2488",NA,0,NA,NA
"2489",NA,NA,0,NA
"2490",NA,0,NA,NA
"2491",NA,NA,0,NA
"2492",0,NA,NA,NA
"2493",1,NA,NA,NA
"2494",NA,0,NA,NA
"2495",NA,NA,NA,0
"2496",0,NA,NA,NA
"2497",NA,0,NA,NA
"2498",NA,0,NA,NA
"2499",NA,1,NA,NA
"2500",NA,0,NA,NA
"2501",NA,0,NA,NA
"2502",NA,NA,NA,1
"2503",NA,NA,NA,0
"2504",NA,NA,NA,1
"2505",NA,NA,1,NA
"2506",NA,NA,0,NA
"2507",NA,NA,0,NA
"2508",NA,0,NA,NA
"2509",0,NA,NA,NA
"2510",0,NA,NA,NA
"2511",0,NA,NA,NA
"2512",NA,0,NA,NA
"2513",NA,NA,NA,0
"2514",0,NA,NA,NA
"2515",NA,0,NA,NA
"2516",0,NA,NA,NA
"2517",NA,NA,NA,0
"2518",NA,NA,0,NA
"2519",NA,NA,NA,0
"2520",NA,0,NA,NA
"2521",NA,NA,0,NA
"2522",1,NA,NA,NA
"2523",NA,NA,0,NA
"2524",0,NA,NA,NA
"2525",0,NA,NA,NA
"2526",NA,1,NA,NA
"2527",NA,NA,NA,0
"2528",NA,NA,0,NA
"2529",NA,NA,NA,0
"2530",NA,0,NA,NA
"2531",NA,0,NA,NA
"2532",0,NA,NA,NA
"2533",NA,NA,NA,0
"2534",NA,NA,0,NA
"2535",NA,0,NA,NA
"2536",NA,NA,NA,0
"2537",NA,0,NA,NA
"2538",NA,NA,0,NA
"2539",0,NA,NA,NA
"2540",NA,NA,NA,0
"2541",NA,0,NA,NA
"2542",NA,NA,NA,0
"2543",NA,1,NA,NA
"2544",1,NA,NA,NA
"2545",NA,0,NA,NA
"2546",NA,NA,0,NA
"2547",0,NA,NA,NA
"2548",NA,NA,NA,0
"2549",NA,NA,1,NA
"2550",NA,1,NA,NA
"2551",NA,NA,NA,0
"2552",0,NA,NA,NA
"2553",0,NA,NA,NA
"2554",NA,0,NA,NA
"2555",NA,NA,1,NA
"2556",NA,NA,NA,0
"2557",NA,NA,0,NA
"2558",NA,NA,1,NA
"2559",NA,NA,0,NA
"2560",NA,NA,NA,0
"2561",NA,0,NA,NA
"2562",NA,0,NA,NA
"2563",NA,NA,NA,0
"2564",NA,NA,0,NA
"2565",NA,NA,0,NA
"2566",NA,NA,NA,0
"2567",NA,0,NA,NA
"2568",NA,NA,NA,0
"2569",NA,NA,0,NA
"2570",NA,0,NA,NA
"2571",NA,0,NA,NA
"2572",1,NA,NA,NA
"2573",0,NA,NA,NA
"2574",NA,0,NA,NA
"2575",NA,NA,NA,1
"2576",0,NA,NA,NA
"2577",NA,NA,NA,0
"2578",0,NA,NA,NA
"2579",NA,NA,1,NA
"2580",NA,0,NA,NA
"2581",NA,NA,0,NA
"2582",NA,NA,1,NA
"2583",NA,NA,NA,0
"2584",NA,NA,0,NA
"2585",1,NA,NA,NA
"2586",NA,0,NA,NA
"2587",0,NA,NA,NA
"2588",NA,NA,0,NA
"2589",0,NA,NA,NA
"2590",0,NA,NA,NA
"2591",0,NA,NA,NA
"2592",0,NA,NA,NA
"2593",0,NA,NA,NA
"2594",1,NA,NA,NA
"2595",NA,0,NA,NA
"2596",NA,NA,0,NA
"2597",0,NA,NA,NA
"2598",NA,NA,0,NA
"2599",NA,NA,1,NA
"2600",NA,0,NA,NA
"2601",NA,NA,0,NA
"2602",NA,NA,NA,0
"2603",NA,NA,NA,1
"2604",NA,NA,0,NA
"2605",NA,1,NA,NA
"2606",0,NA,NA,NA
"2607",1,NA,NA,NA
"2608",NA,NA,1,NA
"2609",NA,NA,1,NA
"2610",1,NA,NA,NA
"2611",NA,0,NA,NA
"2612",0,NA,NA,NA
"2613",NA,0,NA,NA
"2614",NA,NA,0,NA
"2615",0,NA,NA,NA
"2616",0,NA,NA,NA
"2617",NA,NA,0,NA
"2618",NA,NA,NA,0
"2619",NA,NA,0,NA
"2620",0,NA,NA,NA
"2621",0,NA,NA,NA
"2622",NA,0,NA,NA
"2623",0,NA,NA,NA
"2624",NA,NA,NA,0
"2625",NA,NA,1,NA
"2626",NA,NA,0,NA
"2627",0,NA,NA,NA
"2628",NA,NA,0,NA
"2629",0,NA,NA,NA
"2630",NA,NA,NA,0
"2631",0,NA,NA,NA
"2632",NA,NA,NA,0
"2633",0,NA,NA,NA
"2634",0,NA,NA,NA
"2635",NA,0,NA,NA
"2636",0,NA,NA,NA
"2637",0,NA,NA,NA
"2638",NA,NA,NA,0
"2639",NA,NA,0,NA
"2640",NA,NA,0,NA
"2641",NA,0,NA,NA
"2642",NA,NA,NA,0
"2643",NA,NA,NA,0
"2644",0,NA,NA,NA
"2645",NA,NA,0,NA
"2646",NA,NA,NA,0
"2647",0,NA,NA,NA
"2648",NA,NA,1,NA
"2649",NA,NA,NA,1
"2650",0,NA,NA,NA
"2651",NA,NA,0,NA
"2652",0,NA,NA,NA
"2653",0,NA,NA,NA
"2654",NA,0,NA,NA
"2655",0,NA,NA,NA
"2656",0,NA,NA,NA
"2657",NA,0,NA,NA
"2658",NA,NA,1,NA
"2659",NA,NA,NA,0
"2660",NA,NA,NA,0
"2661",0,NA,NA,NA
"2662",NA,0,NA,NA
"2663",NA,NA,NA,0
"2664",NA,NA,NA,0
"2665",NA,NA,1,NA
"2666",NA,NA,0,NA
"2667",NA,0,NA,NA
"2668",NA,NA,0,NA
"2669",0,NA,NA,NA
"2670",0,NA,NA,NA
"2671",NA,NA,0,NA
"2672",NA,0,NA,NA
"2673",NA,0,NA,NA
"2674",NA,NA,NA,0
"2675",0,NA,NA,NA
"2676",NA,NA,NA,1
"2677",NA,NA,NA,1
"2678",NA,0,NA,NA
"2679",NA,NA,NA,0
"2680",NA,1,NA,NA
"2681",1,NA,NA,NA
"2682",NA,NA,NA,0
"2683",NA,NA,NA,1
"2684",NA,NA,1,NA
"2685",NA,NA,0,NA
"2686",NA,NA,0,NA
"2687",0,NA,NA,NA
"2688",NA,NA,1,NA
"2689",0,NA,NA,NA
"2690",NA,NA,0,NA
"2691",NA,NA,NA,1
"2692",NA,NA,NA,1
"2693",NA,NA,1,NA
"2694",NA,NA,NA,0
"2695",NA,NA,NA,1
"2696",NA,NA,NA,0
"2697",NA,NA,NA,1
"2698",NA,1,NA,NA
"2699",NA,NA,NA,1
"2700",0,NA,NA,NA
"2701",NA,NA,1,NA
"2702",NA,NA,1,NA
"2703",NA,NA,0,NA
"2704",NA,0,NA,NA
"2705",NA,NA,0,NA
"2706",1,NA,NA,NA
"2707",0,NA,NA,NA
"2708",NA,0,NA,NA
"2709",0,NA,NA,NA
"2710",NA,0,NA,NA
"2711",NA,NA,1,NA
"2712",NA,NA,NA,0
"2713",NA,NA,NA,0
"2714",NA,0,NA,NA
"2715",0,NA,NA,NA
"2716",NA,NA,0,NA
"2717",NA,NA,0,NA
"2718",NA,0,NA,NA
"2719",0,NA,NA,NA
"2720",NA,NA,NA,0
"2721",NA,0,NA,NA
"2722",0,NA,NA,NA
"2723",NA,NA,NA,1
"2724",0,NA,NA,NA
"2725",NA,1,NA,NA
"2726",0,NA,NA,NA
"2727",NA,NA,1,NA
"2728",NA,NA,NA,0
"2729",0,NA,NA,NA
"2730",NA,NA,0,NA
"2731",NA,NA,1,NA
"2732",NA,NA,NA,0
"2733",1,NA,NA,NA
"2734",NA,NA,NA,0
"2735",NA,NA,0,NA
"2736",NA,NA,NA,0
"2737",1,NA,NA,NA
"2738",NA,1,NA,NA
"2739",NA,1,NA,NA
"2740",NA,0,NA,NA
"2741",NA,NA,NA,0
"2742",0,NA,NA,NA
"2743",1,NA,NA,NA
"2744",NA,NA,0,NA
"2745",NA,1,NA,NA
"2746",NA,0,NA,NA
"2747",NA,NA,NA,0
"2748",0,NA,NA,NA
"2749",NA,NA,0,NA
"2750",0,NA,NA,NA
"2751",NA,0,NA,NA
"2752",0,NA,NA,NA
"2753",1,NA,NA,NA
"2754",NA,NA,NA,0
"2755",NA,0,NA,NA
"2756",NA,NA,NA,1
"2757",NA,NA,NA,0
"2758",0,NA,NA,NA
"2759",NA,1,NA,NA
"2760",NA,NA,NA,0
"2761",NA,NA,NA,0
"2762",NA,NA,0,NA
"2763",NA,NA,NA,0
"2764",0,NA,NA,NA
"2765",NA,NA,NA,0
"2766",NA,NA,NA,0
"2767",NA,NA,1,NA
"2768",0,NA,NA,NA
"2769",NA,1,NA,NA
"2770",0,NA,NA,NA
"2771",NA,NA,1,NA
"2772",NA,NA,0,NA
"2773",NA,NA,1,NA
"2774",NA,NA,NA,0
"2775",0,NA,NA,NA
"2776",NA,0,NA,NA
"2777",NA,NA,0,NA
"2778",NA,0,NA,NA
"2779",NA,0,NA,NA
"2780",NA,NA,0,NA
"2781",NA,NA,NA,1
"2782",NA,0,NA,NA
"2783",0,NA,NA,NA
"2784",0,NA,NA,NA
"2785",0,NA,NA,NA
"2786",NA,0,NA,NA
"2787",NA,1,NA,NA
"2788",NA,NA,NA,1
"2789",NA,0,NA,NA
"2790",0,NA,NA,NA
"2791",NA,NA,NA,0
"2792",NA,0,NA,NA
"2793",NA,NA,NA,0
"2794",NA,NA,NA,1
"2795",0,NA,NA,NA
"2796",NA,NA,NA,0
"2797",NA,NA,NA,1
"2798",NA,NA,NA,1
"2799",NA,NA,1,NA
"2800",NA,NA,0,NA
"2801",NA,1,NA,NA
"2802",NA,NA,0,NA
"2803",NA,1,NA,NA
"2804",0,NA,NA,NA
"2805",NA,NA,0,NA
"2806",1,NA,NA,NA
"2807",NA,0,NA,NA
"2808",0,NA,NA,NA
"2809",NA,NA,NA,1
"2810",NA,NA,NA,0
"2811",NA,NA,NA,0
"2812",0,NA,NA,NA
"2813",NA,NA,0,NA
"2814",NA,0,NA,NA
"2815",0,NA,NA,NA
"2816",NA,NA,NA,0
"2817",NA,0,NA,NA
"2818",NA,NA,0,NA
"2819",NA,NA,1,NA
"2820",0,NA,NA,NA
"2821",NA,NA,NA,1
"2822",NA,1,NA,NA
"2823",NA,NA,NA,1
"2824",NA,0,NA,NA
"2825",0,NA,NA,NA
"2826",NA,1,NA,NA
"2827",NA,NA,0,NA
"2828",NA,NA,1,NA
"2829",NA,NA,NA,1
"2830",1,NA,NA,NA
"2831",NA,NA,NA,1
"2832",NA,NA,0,NA
"2833",0,NA,NA,NA
"2834",0,NA,NA,NA
"2835",NA,0,NA,NA
"2836",0,NA,NA,NA
"2837",NA,0,NA,NA
"2838",0,NA,NA,NA
"2839",NA,NA,1,NA
"2840",0,NA,NA,NA
"2841",NA,NA,NA,0
"2842",NA,NA,0,NA
"2843",NA,0,NA,NA
"2844",NA,0,NA,NA
"2845",0,NA,NA,NA
"2846",0,NA,NA,NA
"2847",0,NA,NA,NA
"2848",NA,NA,NA,0
"2849",0,NA,NA,NA
"2850",NA,NA,NA,0
"2851",NA,NA,0,NA
"2852",0,NA,NA,NA
"2853",NA,NA,NA,0
"2854",NA,1,NA,NA
"2855",NA,NA,NA,0
"2856",NA,NA,0,NA
"2857",NA,NA,NA,0
"2858",NA,NA,NA,0
"2859",0,NA,NA,NA
"2860",NA,NA,NA,0
"2861",NA,NA,NA,0
